2026-04-14 15:18:39.004 | INFO     | config:<module>:155 - [启动参数]配置文件: /Users/liang/code/agent/la-agent-py/config/local.yaml
2026-04-14 15:18:39.005 | INFO     | config:<module>:156 - [启动参数]端口号: 60400
2026-04-14 15:18:39.005 | INFO     | config:<module>:157 - [启动参数]数据库: postgresql://root:BH89757%40@127.0.0.1:5432/la-agent-py
2026-04-14 15:18:39.005 | INFO     | config:<module>:158 - [启动参数]Redis: redis://:BH89757%40@127.0.0.1:6379/0
/Users/liang/code/agent/la-agent-py/.venv/lib/python3.12/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (2.6.3) or chardet (7.4.3)/charset_normalizer (3.4.7) doesn't match a supported version!
  warnings.warn(
2026-04-14 15:18:43.714 | INFO     | app.app_init:__init__:39 - 加载通用配置成功
2026-04-14 15:18:43.714 | INFO     | app.app_init:__init__:43 - 设置跨域成功
2026-04-14 15:18:43.740 | INFO     | app.app_init:__init__:48 - 数据库初始化成功
2026-04-14 15:18:43.741 | INFO     | app.app_init:__init__:52 - redis初始化成功
2026-04-14 15:18:43.741 | INFO     | app.app_init:__init__:66 - minio已禁用，使用本地降级客户端
2026-04-14 15:18:43.741 | INFO     | app.app_init:__init__:76 - 向量存储已禁用
2026-04-14 15:18:45.151 | INFO     | app.sensitive_word.sensitive_base:load_sensitive_base:53 - 已加载【反动词库】词库，共176个敏感词
2026-04-14 15:18:45.151 | INFO     | app.sensitive_word.sensitive_base:load_sensitive_base:53 - 已加载【基本词库】词库，共470个敏感词
2026-04-14 15:18:45.152 | INFO     | app.sensitive_word.sensitive_base:load_sensitive_base:53 - 已加载【色情词库】词库，共520个敏感词
2026-04-14 15:18:45.152 | INFO     | app.sensitive_word.sensitive_base:load_sensitive_base:53 - 已加载【贪腐词库】词库，共59个敏感词
2026-04-14 15:18:45.152 | INFO     | app.sensitive_word.sensitive_base:load_sensitive_base:53 - 已加载【民生词库】词库，共105个敏感词
2026-04-14 15:18:45.152 | INFO     | app.sensitive_word.sensitive_base:load_sensitive_base:59 - 敏感词库加载完成，共 5 个分类，1330 个敏感词
/Users/liang/code/agent/la-agent-py/app/blueprints/chat_blueprint.py:53: LangChainDeprecationWarning: The class `TavilySearchResults` was deprecated in LangChain 0.3.25 and will be removed in 1.0. An updated version of the class exists in the :class:`~langchain-tavily package and should be used instead. To use it run `pip install -U :class:`~langchain-tavily` and import as `from :class:`~langchain_tavily import TavilySearch``.
  search = TavilySearchResults(max_results=4, exclude_domains=["https://m.bendibao.com"])
2026-04-14 15:18:45.351 | INFO     | app.blueprints.register_all:register_all_blueprints:56 - blueprint初始化成功
2026-04-14 15:18:45.351 | INFO     | app.exception.exception_handler:init_exception_handler:58 - 异常捕获器初始化成功
2026-04-14 15:18:45.392 | INFO     | app.app_init:<module>:105 - 数据库表与初始账号检查完成
